"Employers who were Issued a Positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020 (April-June)",,,,,
Province/Territory,Stream,Employer Name,Address,Occupation,Approved Positions
Ontario,  Primary Agriculture,Tigchelaar Berry Farms Inc.,"Vineland Station, ON L0R 2E0",8431-General farm workers,23
Ontario,  Primary Agriculture,Tilecroft Farms Limited,"Osgoode, ON K0A 2W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,  Primary Agriculture,Tupling Farms Ltd,"Melancthon, ON L9V 1X1",8431-General farm workers,6
Ontario,  Primary Agriculture,Turtle Island Produce Limited,"Walsingham, ON N0E 1X0",8431-General farm workers,14
Ontario,  Primary Agriculture,Twin Creeks Greenhouse Inc.,"Watford, ON N0M 2S0",8432-Nursery and greenhouse workers,6
Ontario,  Primary Agriculture,Twin Peaks Hydroponics Inc.,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,2
Ontario,  Primary Agriculture,Tyler Demeulenaere Farms Ltd.,"Princeton, ON N0J 1V0",8431-General farm workers,2
Ontario,  Primary Agriculture,Ubbelea Mushroom Farms Ltd.,"Millgrove, ON L8B 1A1",8431-General farm workers,5
Ontario,  Primary Agriculture,Under Sun Acres Inc.,"Staples, ON N0P 2J0",8432-Nursery and greenhouse workers,31
Ontario,  Primary Agriculture,Upper Canada Growers Ltd.,"NIAGARA ON THE LAKE, ON L0S 1J0",8432-Nursery and greenhouse workers,4
Ontario,  Primary Agriculture,Vamos Investments Ltd.,"Brantford, ON N3R 0B8",8431-General farm workers,4
Ontario,  Primary Agriculture,Van de Gevel Farms Inc.,"Port Stanley, ON N5L 1J2",8431-General farm workers,9
Ontario,  Primary Agriculture,Van Haecke Farms Inc,"Tupperville, ON N0P 2M0",8431-General farm workers,4
Ontario,  Primary Agriculture,Van Hoffen Farms (1999) Ltd,"Grassie, ON L0R 1M0",8432-Nursery and greenhouse workers,2
Ontario,  Primary Agriculture,Van Ymeren Orchards Inc,"Aylmer, ON N5H 2R4",8431-General farm workers,1
Ontario,  Primary Agriculture,Vanar Farms Ltd.,"Brantford, ON N3T 5L5",8431-General farm workers,8
Ontario,  Primary Agriculture,Vanessa Hill Farms Inc,"VANESSA, ON N0E 1V0",8431-General farm workers,2
Ontario,  Primary Agriculture,Vehof Farms Inc.,"Bright, ON N0J 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,  Primary Agriculture,Verkuyl Farms Limited,"Woodstock, ON N4S 7W1",8431-General farm workers,3
Ontario,  Primary Agriculture,VINE FRESH ACRES LTD,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,42
Ontario,  Primary Agriculture,Wagema Holdings Ltd.,"newmarket, ON L3Y 4V9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,  Primary Agriculture,Wall Farms Ltd,"St. Catharines, ON L2R 6P9",8431-General farm workers,6
Ontario,  Primary Agriculture,Wespointe Greenhouses LTD.,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,1
Ontario,  Primary Agriculture,Westland Hogco Inc.,"Exeter, ON N0M 1S3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
Ontario,  Primary Agriculture,Weth Mushrooms Inc.,"Goderich, ON N7A 3X8",8431-General farm workers,1
Ontario,  Primary Agriculture,Willowbrook Nurseries Inc.,"Fenwick, ON L0S 1C0",8432-Nursery and greenhouse workers,3
Ontario,  Primary Agriculture,Willowtree Farm Inc.,"Port Perry, ON L9L 1B5",8431-General farm workers,18
Ontario,  Primary Agriculture,Willowview Livestock Ltd.,"Jarvis, ON N0A 1J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Ontario,  Primary Agriculture,Willy's Greenhouse Ltd.,"NIAGARA ON THE LAKE, ON L0S 1J0",8432-Nursery and greenhouse workers,6
Ontario,  Primary Agriculture,WOODVILLE FARMS LIMITED,"WOODVILLE, ON K0M 2T0",8431-General farm workers,4
Ontario,  Primary Agriculture,Wridgeview Greenhouses Ltd.,"Harrow, ON N0R 1G0",8432-Nursery and greenhouse workers,6
Ontario,  Primary Agriculture,ZandgateFarms Inc,"Highgate, ON N0P 1T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,  Primary Agriculture,Zantingh Direct Inc.,"Wyoming, ON N0N 1T0",8431-General farm workers,2
Ontario,  Primary Agriculture,Ziemba Farms Ltd,"newmarket, ON L3Y 4V9",8431-General farm workers,2
Ontario, Global Talent Stream, Realmaster Technology Inc.,"North York, ON M2J 4V6",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,1738049 Ontario Inc.,"Toronto, ON M6J 1W9",5241-Graphic designers and illustrators,1
Ontario, Global Talent Stream,2nd Site o/a FreshBooks Inc.,"TORONTO, ON M6P 3T1","0013-Senior managers - financial, communications and other business services",1
Ontario, Global Talent Stream,7982216 CANADA INCORPORATED,"Mississauga, ON L5R 3N1",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Accenture Inc.,"Mississauga, ON L4W 5N1",0213-Computer and information systems managers,3
Ontario, Global Talent Stream,Accenture Inc.,"Mississauga, ON L4W 5N1",2171-Information systems analysts and consultants,8
Ontario, Global Talent Stream,Accenture Inc.,"Mississauga, ON L4W 5N1",2174-Computer programmers and interactive media developers,3
Ontario, Global Talent Stream,AceAge Inc.,"Burlington, ON L7N 3P3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Acentury Inc.,"Richmond Hill, ON L4B 1L2",0131-Telecommunication carriers managers,1
Ontario, Global Talent Stream,Adastra Corporation,"Markham, ON L3T 7M8",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Advantage Car & Truck Rentals Ltd.,"Vaughan, ON L4K 2T7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,AI Incorporated,"Toronto, ON M5V 1M0",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,AI Incorporated,"Toronto, ON M5V 1M0",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,AITO Solutions Ltd.,"Toronto, ON M5E 1A7",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Alaya Care Inc.,"TORONTO, ON M5H 2S8",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,Alaya Care Inc.,"TORONTO, ON M5H 2S8",2175-Web designers and developers,2
Ontario, Global Talent Stream,Apple Canada Inc.,"Toronto, ON M5J 0A8",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Apple Canada Inc.,"Toronto, ON M5J 0A8",2173-Software engineers and designers,2
Ontario, Global Talent Stream,ATI Technologies ULC,"Markham, ON L3T 3X6",2147-Computer engineers (except software engineers and designers),5
Ontario, Global Talent Stream,ATI Technologies ULC,"Markham, ON L3T 3X6",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,AudienceView Ticketing Corporation,"Toronto, ON M5V 3C7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Aviva Canada Inc.,"Markham, ON L6G 0G1",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Bank of Nova Scotia,"Toronto, ON M5H 1H1",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,Bank of Nova Scotia,"Toronto, ON M5H 1H1",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Blazesoft Ltd.,"Vaughan, ON L6A 0Y1",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Buckzy Payments Inc.,"Toronto, ON M5J 1T1",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Cargojet Airways Ltd,"Mississauga, ON L5K 2S3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,CDW Canada Corp.,"Etobicoke, ON M9C 5L5",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,Closing Folders Inc.,"TORONTO, ON M6K 3P6",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Cloudworks Consulting Services Inc.,"Toronto, ON M5C 2G3",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,"Cohere, Inc.","Toronto, ON M5V 0K3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Colour and Tech Inc.,"Welland, ON L3B 3L6",2175-Web designers and developers,1
Ontario, Global Talent Stream,"ContextLogic Technologies Inc. (doing business as ""Wish"")","TORONTO, ON M5H 1S3",2173-Software engineers and designers,1
Ontario, Global Talent Stream,CPQI Canada Limited,"TORONTO, ON M5X 1C9",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Crescendo Technology Ltd.,"North York, ON M2N 6K1",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Ecopia Tech Corporation,"Waterloo, ON N2L 6R5",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Elastalink Corp,"Ottawa, ON K1G 0Y9",2147-Computer engineers (except software engineers and designers),1
Ontario, Global Talent Stream,EPAM System Canada Ltd.,"North York, ON M2N 6L4",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Ericsson Canada Inc.,"Mississauga, ON L4W 5K4",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,Expertise Technology Consulting Inc.,"KANATA, ON K2V 0B5",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Faire Wholesale Inc.,"Kitchener, ON N2G 1A7",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Fintelics Technology Inc,"Toronto, ON M1W 3A5",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,Flieber Canada Ltd.,"Toronto, ON M5J  2P",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Flieber Canada Ltd.,"Toronto, ON M5J  2P",2174-Computer programmers and interactive media developers,3
Ontario, Global Talent Stream,"Ford Motor Company of Canada, Limited","Oakville, ON L6J 5E4",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Foster Moore Canada Limited,"Toronto, ON M5B 1N9",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,General Motors of Canada Company,"OSHAWA, ON L1H 8P7",2173-Software engineers and designers,2
Ontario, Global Talent Stream,General Motors of Canada Company,"OSHAWA, ON L1H 8P7",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,GFT Technologies Toronto Inc.,"Toronto, ON M5J 2M4",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Google Canada Corporation,"KITCHENER, ON N2H 5G5",2173-Software engineers and designers,10
Ontario, Global Talent Stream,GRT LABS INC.,"BRAMPTON, ON L6X 5E4",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Guru Animation Studio Ltd,"Toronto, ON M5V 2K4",5241-Graphic designers and illustrators,1
Ontario, Global Talent Stream,Hopeful Inc.,"Toronto, ON M5R 3V7",2173-Software engineers and designers,1
Ontario, Global Talent Stream,INFLUITIVE CORPORATION,"Toronto, ON M5V 2G9",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Informal Systems Inc.,"Toronto, ON M5T 1X5",2173-Software engineers and designers,1
Ontario, Global Talent Stream,InnPower Corporation,"Innisfil, ON L9S 0J3",9241-Power engineers and power systems operators,1
Ontario, Global Talent Stream,Intelex Technologies inc.,"Toronto, ON M5J 2M4",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,iVedha Inc.,"Toronto, ON M3C 3S2",2175-Web designers and developers,1
Ontario, Global Talent Stream,Joist Software Inc.,"Toronto, ON M5V 1T2",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Kepler Communications Inc.,"Toronto, ON M5T 2C2",2146-Aerospace engineers,1
Ontario, Global Talent Stream,Kinaxis Inc.,"OTTAWA, ON K2V 1C3",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Knoldus Inc.,"Mississauga, ON L4T 0A7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,KPMg LLP,"Toronto, ON M5G 2N9",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,LDNA Services. INC.,"Richmond Hill, ON L4S 2A1",2175-Web designers and developers,1
Ontario, Global Talent Stream,LinkECM Consulting Inc.,"Markham, ON L3R 8A7",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Loblaws Inc.,"Brampton, ON L6Y 5S5",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Loop Financial Inc.,"Toronto, ON M5V 1S8",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Maplebear Canada Inc.,"Toronto, ON M6K 3L5",2173-Software engineers and designers,2
Ontario, Global Talent Stream,mobileLIVE Inc,"Richmond Hill, ON L4B 1H1",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Myant Inc.,"Toronto, ON M9W 1B6",0911-Manufacturing managers,1
Ontario, Global Talent Stream,NAPA NETWORKS INC.,"OTTAWA, ON K2H 9E8",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,NAPA NETWORKS INC.,"OTTAWA, ON K2H 9E8",2175-Web designers and developers,1
Ontario, Global Talent Stream,Nascent Digital Experiences Inc.,"Toronto, ON M5H 1X9",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Netexperience Inc.,"Ottawa, ON K2T 0E5",2173-Software engineers and designers,2
Ontario, Global Talent Stream,NowPac Inc.,"Scarborough, ON M1X 1A3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,"Okta Software Canada, Inc.","Toronto, ON M5V 1M7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,"Okta Software Canada, Inc.","Toronto, ON M5V 1M7",2173-Software engineers and designers,1
Ontario, Global Talent Stream,OMNIVEX CORPORATION,"CONCORD, ON L4K 4M3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Opalux Incorporated,"Toronto, ON M5G 1L7",2112-Chemists,1
Ontario, Global Talent Stream,Orbiseed North America Inc.,"Toronto, ON M2H 2N8",2175-Web designers and developers,1
Ontario, Global Talent Stream,Pamten Software Solutions Inc.,"Mississauga, ON L4W 4J4","0013-Senior managers - financial, communications and other business services",1
Ontario, Global Talent Stream,Pamten Software Solutions Inc.,"Mississauga, ON L4W 4J4",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Pamten Software Solutions Inc.,"Mississauga, ON L4W 4J4",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Pamten Software Solutions Inc.,"Mississauga, ON L4W 4J4",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Pentavere Research Group Inc,"Toronto, ON M5G 0B7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Pharmaline Inc.,"MISSISSAUGA, ON L5N 8G6",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,Pinaki Inc,"Toronto, ON M5B 2L7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,PopReach Incorporated,"TORONTO, ON M5J 2P1",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Port 443 Inc.,"Burlington, ON L7M 1A7",2175-Web designers and developers,1
Ontario, Global Talent Stream,PricewaterhouseCoopers LLP,"Toronto, ON M5J 0B2",2172-Database analysts and data administrators,1
Ontario, Global Talent Stream,PricewaterhouseCoopers LLP,"Toronto, ON M5J 0B2",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Process Fusion Inc.,"Toronto, ON M8X 2X9",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Prodigy Systems Inc.,"Toronto, ON M5R 0C7",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Quad Infotech Inc.,"Toronto, ON M2N 6X3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Questrade Inc.,"TORONTO, ON M2M 4G3",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Reebee Inc.,"Kitchener, ON N2G 1B9",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Reliq Health Technologies Inc.,"Hamilton, ON L8P 0A1",2175-Web designers and developers,1
Ontario, Global Talent Stream,Rent Centric Inc,"Toronto, ON M5G 1Z3",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,Ribbon Communications Canada ULC,"OTTAWA, ON K2V 1C2",2173-Software engineers and designers,1
Ontario, Global Talent Stream,RingCentral Canada Inc.,"Ottawa, ON K1P 1C3",2172-Database analysts and data administrators,2
Ontario, Global Talent Stream,Rockstar Games Toronto ULC,"Oakville, ON L6J 3J3",2174-Computer programmers and interactive media developers,3
Ontario, Global Talent Stream,Rockstar Games Toronto ULC,"Oakville, ON L6J 3J3",5241-Graphic designers and illustrators,1
Ontario, Global Talent Stream,Royal Bank of Canada,"TORONTO, ON M5J 1J1",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Royal Bank of Canada,"TORONTO, ON M5J 1J1",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Royal Bank of Canada,"TORONTO, ON M5J 1J1",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,SAPSOL Technologies Inc.,"Mississauga, ON L5C 1Y5",2171-Information systems analysts and consultants,2
Ontario, Global Talent Stream,Sensibill Inc.,"Toronto, ON M5V 1S5",0213-Computer and information systems managers,1
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",0213-Computer and information systems managers,2
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",2171-Information systems analysts and consultants,1
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",2172-Database analysts and data administrators,3
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",2173-Software engineers and designers,1
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",2174-Computer programmers and interactive media developers,24
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",2175-Web designers and developers,5
Ontario, Global Talent Stream,Shopify Inc.,"Ottawa, ON K2P 1L4",5241-Graphic designers and illustrators,1
Ontario, Global Talent Stream,ShoreWise Consulting LLC,"Mississauga, ON L5T 2C2",0213-Computer and information systems managers,2
Ontario, Global Talent Stream,"Slalom Consulting, ULC","Toronto, ON M5C 1B5",2174-Computer programmers and interactive media developers,1
Ontario, Global Talent Stream,SMARTEACHER INC.,"St Catharines, ON L2S 1P4",2173-Software engineers and designers,1
Ontario, Global Talent Stream,SMARTEACHER INC.,"St Catharines, ON L2S 1P4",5241-Graphic designers and illustrators,1
