"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Hong Kong Orchards,"Oliver, BC V1Y 1T1",8431-General farm workers,2
,,Ingold Holdings Ltd,"Surrey, BC V4A 9N3",8431-General farm workers,1
,,ITM Trucking Ltd.,"Prince George, BC V2N 5T3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,J. K. Agro Industries Inc,"Abbotsford, BC V2T 5W9",8431-General farm workers,8
,,J.G. Produce c/o Amarjeet Gill,"Osoyoos, BC V0H 1V2",8431-General farm workers,3
,,Johal Berry Farms Ltd,"Richmond, BC V6W 1E3",8431-General farm workers,33
,,Lake Ridge Orchard,"Osoyoos, BC V0H 1V2",8431-General farm workers,2
,,Lally Farms Inc,"Abbotsford, BC V4X 1X8",8431-General farm workers,11
,,Lepp Farms Inc,"Abbotsford, BC V3G 1R1",8431-General farm workers,9
,,Lual Orchards Ltd,"Osoyoos, BC V0H 1V2",8431-General farm workers,6
,,Marlane Enterprises Ltd.,"Cranbrook, BC V1C 5M6",8432-Nursery and greenhouse workers,6
,,Mount Lehman Fruit Growers Ltd,"Abbotsford, BC V2T 6Z5",8431-General farm workers,8
,,NRK Sahota Blueberry Farm Ltd,"Port Coquitlam, BC V4W 1E7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,15
,,Okanagan Sunshine Fruit Packers Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,7
,,Parsons Farm Market,"Keremeos, BC V0X 1N3",8611-Harvesting labourers,2
,,Paulson Orchard,"Osoyoos, BC V0H 1V6",8431-General farm workers,1
,,Pine Meadows Tree Farms Ltd,"Chilliwack, BC V2R 4S4",8432-Nursery and greenhouse workers,4
,,Premium Vineyard Management,"Penticton, BC V2A 8M9",8431-General farm workers,3
,,Purple Springs Nursery Inc,"Armstrong, BC V0E 1B4",8432-Nursery and greenhouse workers,2
,,Rainbows End Tree Farm,"New Westminster, BC V3M 3A5",8432-Nursery and greenhouse workers,2
,,Ridge Valley Farms Ltd.,"Abbotsford, BC V4X 2A6",8431-General farm workers,4
,,Sanghera Farms Ltd,"Langley, BC V1M 3W8",8431-General farm workers,2
,,Scion Vineyard Management and Consulting,"Oliver, BC V0H 1T1",8431-General farm workers,6
,,Shelter Point Farms,"Campbell River, BC V9H 1E3",8431-General farm workers,6
,,Shoker Farms Ltd,"Chilliwack, BC V2R 4R1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,,,8431-General farm workers,30
,,Similkameen Produce Co Ltd,"Keremeos, BC V0X 1N0",8431-General farm workers,4
,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1",8431-General farm workers,52
,,Sun Wing Greenhouses Ltd,"Victoria, BC V9E 2J4",8432-Nursery and greenhouse workers,3
,,T&S Mankatala Farm,"Abbotsford, BC V2T 5X7",8431-General farm workers,3
,,Tatla Orchards Ltd.,"West Kelowna, BC V4T 1M2",8431-General farm workers,6
,,Toor Eastwood Farm,"Osoyoos, BC V0H 1V2",8431-General farm workers,2
,,TSC Nursery Sales Limited,"Richmond, BC V6V 1B1",8432-Nursery and greenhouse workers,2
,,Valley Orchards,"Kelowna, BC V1P 1B5",8431-General farm workers,65
,,W. Friesen Farms,"Surrey, BC V3S 9S7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,5
,Permanent Resident Only,0881963 BC Ltd.,"Prince George, BC V2N 1L9",6311-Food service supervisors,1
,,0994391 BC Ltd.,"Surrey, BC V3W 1N6","7305-Supervisors, motor transport and other ground transit operators",1
,,1046417 B.C. Ltd.,"North Vancouver, BC V7M 2J6",6322-Cooks,1
,,Amgen British Columbia Inc.,"Burnaby, BC V5A 1V7",2171-Information systems analysts and consultants,1
,,Andy Sorensen Autobody And Frame Ltd,"Surrey, BC V3S 1X6",7322-Motor vehicle body repairers,1
,,APNA Motor LTD.,"Surrey, BC V3W 3A6",0621-Retail and wholesale trade managers,1
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",3
,,Atlantic Truck Lines Ltd,"Surrey, BC V3S 3E8","7305-Supervisors, motor transport and other ground transit operators",1
,,Beijing Chinese School Ltd.,"West Vancouver, BC V7T 1B9",4021-College and other vocational instructors,2
,,Busque Engineering Ltd,"Richmond, BC V7A 5G7",2131-Civil engineers,1
,,Cantop Tours & Travel Ltd.,"Vancouver, BC V6P 5Y1",2175-Web designers and developers,1
,,City Service Agency Ltd,"Vancouver, BC V6B 6H5",1241-Administrative assistants,1
,,Cosmic Collision Ltd,"Vancouver, BC V5L 2C4",7322-Motor vehicle body repairers,1
,,Drabek Technologies Ltd.,"Burnaby, BC V5B 3B1",7231-Machinists and machining and tooling inspectors,1
,,Fijianna Hair Design Ltd,"Delta, BC V4K 1W4",6341-Hairstylists and barbers,1
,,Flint Holdings Ltd,"Kelowna, BC V1W 3T1",6311-Food service supervisors,1
,,Grand Sino Plan Corporation,"Vancouver, BC V6B 1G1",0631-Restaurant and food service managers,1
,,Hummingbird Cove Lifestyles Ltd.,"Powell River, BC V8A 0N1",1222-Executive assistants,1
,,Infinity Thunderbird Ventures Inc - Montana 3045,"Langley, BC V1M 3Y9",0631-Restaurant and food service managers,2
,,,,6322-Cooks,5
,,Infinity Thunderbird Ventures Inc - Montana3096,"Coquitlam, BC V3B 5R5",0631-Restaurant and food service managers,2
,,,,6322-Cooks,5
,,Inifinity Langley Ventures Inc - Montana 3072,"Langley, BC V3A 9J7",0631-Restaurant and food service managers,2
,,,,6322-Cooks,5
,,Intrahealth Canada Ltd,"North Vancouver, BC V7P 3S1",2174-Computer programmers and interactive media developers,1
,,Intrepid Theatre Company Society,"Victoria, BC V8W 2J5","0512-Managers - publishing, motion pictures, broadcasting and performing arts",1
,,J.M.T Enterprises Inc.,"Surrey, BC V3W 4E7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Jas Construction Ltd.,"Surrey, BC V3X 1B7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Jordans Rugs Ltd,"Vancouver, BC V6H 1H4",1222-Executive assistants,1
,,Kamako Food Ltd,"Burnaby, BC V5C 2P5",6322-Cooks,1
,,Koto Izakaya Restaurant Co Limited,"Richmond, BC V6X 1C3",6311-Food service supervisors,1
,,KSD Mobile Truck & Trailer Repair Ltd.,"Delta, BC V4C 1L1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Liberty Tax Service,"Burnaby, BC V5C 2J7","1212-Supervisors, finance and insurance office workers",3
,,"Louis T.Picco, Inc.","North Vancouver, BC V7M 2H9",1311-Accounting technicians and bookkeepers,1
,,Mainstream Broadcasting Corporation,"Vancouver, BC V6P 6G5",5231-Announcers and other broadcasters,1
,,Match Property Solutions Ltd.,"Whistler, BC V0N 1B1",1221-Administrative officers,1
,,Millennium Tents and Party Rentals Ltd.,"Vancouver, BC V6P 6R9",7237-Welders and related machine operators,1
,,Mishan Foods Inc.,"Princeton, BC V0X 1W0",6311-Food service supervisors,2
,,Misra Architect Ltd.,"Victoria, BC V8Y 1X8",2251-Architectural technologists and technicians,1
,,Mission Kits Limited,"Vancouver, BC V6J 1M9",0631-Restaurant and food service managers,1
,,Mohan & Family Restraurant Ltd.,"Vancouver, BC V6B 6A3",6321-Chefs,1
,,MTM Auto Body Repair (2006) Ltd.,"Richmond, BC V6X 2P4",1222-Executive assistants,1
,,Oranya Farms II Holdings,"Aldergrove, BC V4W 2P2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,OverInteractive Media Inc.,"Vancouver, BC V5T 1M6","0124-Advertising, marketing and public relations managers",3
,,Paras Fashions Ltd,"Surrey, BC V3W 1R1",6222-Retail and wholesale buyers,1
,,Picatic E-Ticket Inc.,"Vancouver, BC V6B 0M9",2174-Computer programmers and interactive media developers,1
,,Ping Digital Signal Processing Inc.,"North Saanich, BC V8L 4V2",2113-Geoscientists and oceanographers,1
,,Planet India Restaurant Inc.,"Surrey, BC V3W 9Z1",6322-Cooks,1
,,PM Technical Services Ltd.,"Cobble Hill, BC V0R 1L4",2231-Civil engineering technologists and technicians,1
,,Rick Goldsmith Ltd,"Vancouver, BC V6P 3S8",6314-Customer and information services supervisors,1
,,S Square Enterprises Ltd.,"Victoria, BC V8P 3N8",6311-Food service supervisors,1
,,Sashimi Sushi,"Coquitlam, BC V3B 5R5",6322-Cooks,1
,,SATNAM AUTO SERVICE,"North Delta, BC V4C 3W1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Sodexo Canada Limited,"Vancouver, BC V5M 1C2",6311-Food service supervisors,1
,,Sosida Services Company Ltd.,"Vancouver, BC V5X 1E7",1311-Accounting technicians and bookkeepers,1
,,Star Image Gutter & Siding Ltd,"Surrey, BC V3W 3W2","1211-Supervisors, general office and administrative support workers",1
,,Steveston's Art Connection Ltd,"Richmond, BC V7E 2G3",4214-Early childhood educators and assistants,1
,,Sun Star Plumbing & Heating Ltd.,"Surrey, BC V3W 4T6",1311-Accounting technicians and bookkeepers,1
,,Super Cut Lumber Industries Ltd,"Langley, BC V1M 3N8","0014-Senior managers - health, education, social and community services and membership organizations",1
,,,,"0124-Advertising, marketing and public relations managers",1
,,,,1241-Administrative assistants,3
,,The Canadian College of English Language Ltd.,"Vancouver, BC V6E 1A3","0124-Advertising, marketing and public relations managers",1
,,The Media Evangelism Association,"Richmond, BC V6X 4G4","5131-Producers, directors, choreographers and related occupations",1
,,Top-Notch Embroidery and Digitizing Ltd.,"Vancouver, BC V5X 0B1",6411-Sales and account representatives - wholesale trade (non-technical),1
,,Triple Star Restaurant Ltd,"Burnaby, BC V5B 4Y2",6311-Food service supervisors,1
,,UMI Sushi Express,"Richmond, BC V6Y 1J4",6322-Cooks,1
,,West Coast In-Home Care Inc,"Vancouver, BC V6P 6G5","0014-Senior managers - health, education, social and community services and membership organizations",1
Yukon,   Low Wage,45006 Yukon Inc.,"Watson Lake, YT Y0A 1C0",6513-Food and beverage servers,2
,,garderie du Petit Cheval Blanc,"Whitehorse, YT Y1A 6C8",4214-Early childhood educators and assistants,1
,,Talbot Arm Motel Ltd.,"Destruction Bay, YT Y0B 1H0",6315-Cleaning supervisors,1
Northwest Territories,   Low Wage,Paul Bros Nextreme Inc,"Yellowknife, NT X1A 0G4",7237-Welders and related machine operators,1
,,Sushi North Inc.,"Yellowknife, NT X1A 2R2",6322-Cooks,2
,Permanent Resident Only,Workers' Safety Compensation Commission (WSCC),"Yellowknife, NT X1A 2R3",2171-Information systems analysts and consultants,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,American Bridge Canada Company,"Coraopolis, 15108",0711-Construction managers,1
,,Anonymous Content LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Backyard Productions LLC.,"Marina Del Ray, 90292","5131-Producers, directors, choreographers and related occupations",2
,,"Biscuit Filmworks, LLC","Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",1
,,"Chelsea Pictures, Inc.","Los Angeles, 90405","5131-Producers, directors, choreographers and related occupations",1
,,Company Films Inc.,"Los Angeles, 90035","5131-Producers, directors, choreographers and related occupations",1
,,Doomsday Entertainment,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",1
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",3
,,Hansa Heavy Lift GMBH,"Hamburg, 20457",2132-Mechanical engineers,1
,,,,2141-Industrial and manufacturing engineers,1
,,,,"2273-Deck officers, water transport",1
,,,,"8222-Contractors and supervisors, oil and gas drilling and services",1
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Honor Society Films, LLC","New York, 10012","5131-Producers, directors, choreographers and related occupations",2
,,"Humble TV, LLC","New York, 10011","5131-Producers, directors, choreographers and related occupations",1
,,Iconoclast Content Inc,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,K Films,"Manhattan Beach, 90266","5131-Producers, directors, choreographers and related occupations",1
,,"MacGuffin Films, Ltd","New York, 10003","5131-Producers, directors, choreographers and related occupations",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",2
,,Moxie Pictures Inc.,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",1
,,"O Positive, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",1
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",3
,,Partizan Entertainment LLC,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",1
,,"Psyop Productions, LLC","Venice, 90291","5131-Producers, directors, choreographers and related occupations",1
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",2
,,"Skunk Partners, LLC","Los Angeles, 90013","5131-Producers, directors, choreographers and related occupations",3
,,Smuggler Inc.,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",1
,,Spears and Arrows o/a Spears & Arrows,"Hollywood, 92106","5131-Producers, directors, choreographers and related occupations",1
,,Splendid & Co,"Los Angeles, 90025","5131-Producers, directors, choreographers and related occupations",1
,,Station Film Inc,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",1
,,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",2
,,Superprime,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",2
,,"The Corner Shop, Inc.","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",2
,  Primary Agriculture,"Olsen Custom Farms, LLC","Hendricks, 56136",8431-General farm workers,32
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) Foreign Worker System (FWS).,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in FWS. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.

",,,,,
"5. The FWS tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
6. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
