"List of employers who were issued a positive  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Under Sun Acres Inc,"Staples, ON N0P 2J0",8432-Nursery and greenhouse workers,15
,,Uxbridge Nurseries Limited,"Brooklin, ON L1M 1Y6",8431-General farm workers,15
,,Vailmont Vineyards Ltd.,"Vineland, ON L0R 2C0",8611-Harvesting labourers,9
,,Vail's Orchards Inc,"Meaford, ON N4L 1W5",8431-General farm workers,28
,,Val Csets & Son Fruit Farms,"Beamsville, ON L0R 1B6",8431-General farm workers,26
,,Valley Growers Inc,"Blezard Valley, ON P0M 1E0",8431-General farm workers,6
,,Valleyridge Farm Ent Ltd,"Simcoe, ON N3Y 4K2",8432-Nursery and greenhouse workers,43
,,Van de Laar Vineyards Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,Van Den Heede Farms Limited,"LaSalette, ON N0E 1H0",8431-General farm workers,10
,,Van Dongens Landscaping & Nurseries Ltd,"Milton, ON L9E 0Z2",8432-Nursery and greenhouse workers,7
,,Van Hove Holdings Inc,"Tillsonburg, ON N4G 4G7",8431-General farm workers,4
,,Van Ymeren Orchards Inc.,"Aylmer, ON N5H 2R4",8431-General farm workers,22
,,,,8611-Harvesting labourers,3
,,VanDenBroek Farms Inc,"Campbellville, ON L0P 1B0",8431-General farm workers,4
,,Vander Hoeven Greenhouses Ltd.,"St. Catharines, ON L2R 7K6",8432-Nursery and greenhouse workers,4
,,Vanderstelt Farms Ltd,"Brantford, ON N3T 5M1",8431-General farm workers,26
,,Vanessa Hill Farms Inc,"Vanessa, ON N0E 1V0",8431-General farm workers,16
,,VanKempen Farms,"Kingsville, ON N9Y 2E4",8431-General farm workers,10
,,VanZanten Greenhouses,"Pelham, ON L0S 1C0",8432-Nursery and greenhouse workers,4
,,Varlese Brothers Ltd,"Scarborough, ON M1V 4Y2",8432-Nursery and greenhouse workers,12
,,Vehof Farms Inc,"Bright, ON N0J 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Vercouteren Farms Ltd,"Blenheim, ON N0P 1A0",8431-General farm workers,1
,,Veri Hydroponics Inc,"Exeter, ON N0M 1S3",8432-Nursery and greenhouse workers,16
,,Vespa Greenhouses Ltd,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,15
,,Via Verde Hydroponics,"Kingsville, ON N9Y 2V5",8432-Nursery and greenhouse workers,101
,,Vienna Farms Ltd,"Waterloo, ON N2J 4G8",8431-General farm workers,77
,,Vilaca Farms Inc,"Brantford, ON N3R 0B8",8431-General farm workers,15
,,Vine Fresh Acres Ltd.,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,32
,,VineTech Canada Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,15
,,Virgil Greenhouses Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,4
,,Voogt Greenhouses Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,7
,,W.J. O'Neil & Sons Ltd.,"Maidstone, ON N0R 1K0",8431-General farm workers,1
,,Warren Greenhouses (1983) Ltd,"Kitchener, ON N2G 1R4",8432-Nursery and greenhouse workers,12
,,Warren Ridge Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,9
,,Warwick Orchards & Nursery Ltd,"Watford, ON N0M 2S0",8431-General farm workers,10
,,Way-Kim Farms Ltd,"Norwich, ON N0J 1P0",8432-Nursery and greenhouse workers,2
,,West Montrose Farms Ltd,"West Montrose, ON N0B 2V0",8432-Nursery and greenhouse workers,6
,,West Pointe Greenhouses Ltd.,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,59
,,Whitecrest Mushrooms Ltd,"Putnam, ON N0L 2B0",8611-Harvesting labourers,5
,,Whites Potatoe Farms Inc,"Vanessa, ON N0E 1V0",8431-General farm workers,16
,,Wholesome Pickins Ltd,"Delhi, ON N4B 1V3",8431-General farm workers,20
,,Wide Open Farms Inc.,"Windham Centre, ON N0E 2A0",8431-General farm workers,4
,,Wildhagen's Limited,"Campbellville, ON L0P 1B0",8432-Nursery and greenhouse workers,7
,,William Falk Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,33
,,Williams Nurseries Limited,"Leamington, ON N8H 3V6",8432-Nursery and greenhouse workers,4
,,Willow Creek Farm,"Frankford, ON K0K 2C0",8431-General farm workers,2
,,Willow Lake Ventures Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,5
,,Willow Spring Hydroponic Farms,"Florence, ON N0P 1R0",8432-Nursery and greenhouse workers,15
,,Willowbrook Nurseries Inc,"Fenwick, ON L0S 1C0",8432-Nursery and greenhouse workers,107
,,Willowtree Farms Inc,"Port Perry, ON L9L 1B5",8431-General farm workers,17
,,Willy's Greenhouse Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,6
,,Winkelmolen Nursery Ltd,"Lynden, ON L0R 1T0",8432-Nursery and greenhouse workers,42
,,Witzke's Greenhouses Ltd,"Courtice, ON L1E 2H1",8432-Nursery and greenhouse workers,28
,,WJ Neufeld Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,4
,,WJI Farms Inc,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,10
,,Woodley Greenhouses,"Wilsonville, ON N0E 1Z0",8432-Nursery and greenhouse workers,5
,,Woodside Greenhouses Inc,"Leamington, ON N8H 3V6",8432-Nursery and greenhouse workers,9
,,Woodville Farms Limited,"Woodville, ON K0M 2T0",8431-General farm workers,6
,,Wridgeview Greenhouses Ltd.,"Harrow, ON N0R 1G0",8432-Nursery and greenhouse workers,12
,,Wrightland Farm,"Harrow, ON N0R 1G0",8431-General farm workers,16
,,WTL Investments Inc,"Langton, ON N0E 1G0",8432-Nursery and greenhouse workers,17
,,Young Street Gardens Ltd,"Smithville, ON L0R 2A0",8432-Nursery and greenhouse workers,12
,,Yu An Farms Ltd,"Cookstown, ON L0L 1L0",8431-General farm workers,55
,,Zabek Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,7
,,ZDS Farms Ltd,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,7
,,Zimmer Farms Limited,"Otterville, ON N0J 1R0",8431-General farm workers,1
, Global Talent Stream,AB SCIEX LP,"Concord, ON L4K 4V8",2174-Computer programmers and interactive media developers,1
,,Accenture Inc.,"Mississauga, ON L4W 5N1",0213-Computer and information systems managers,1
,,Apparate Canada Inc,"Toronto, ON M5G 1M1",2173-Software engineers and designers,3
,,Asylum Entertainment Inc.,"Kanata, ON K2K 3C9","5131-Producers, directors, choreographers and related occupations",1
,,ATI Technologies ULC,"Markham, ON L3T 7X6",2174-Computer programmers and interactive media developers,1
,,Baylis Medical Company Inc,"Mississauga, ON L4W 4P7",2141-Industrial and manufacturing engineers,1
,,"BlueCat Networks, Inc.","Toronto, ON M2P 2B5",2174-Computer programmers and interactive media developers,1
,,Chalk.com Education Inc.,"Kitchener, ON N2G 4Y9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,ChangeJar Inc.,"Ottawa, ON K1Y 2C5",2173-Software engineers and designers,1
,,City Pallets Inc./ Pallet Pickup Canada Inc.,"Mississauga, ON L4W 2T6",2174-Computer programmers and interactive media developers,1
,,Cloud SynApps Inc.,"Oakville, ON L6M 3L8",2171-Information systems analysts and consultants,1
,,Couch Labs INC.,"Toronto, ON M5A 1R6",2173-Software engineers and designers,1
,,CPQI Canada Limited,"Toronto, ON M5C 2G3",2174-Computer programmers and interactive media developers,2
,,Cultivate Canada Corporation,"Richmond Hill, ON L4C 1V1",2174-Computer programmers and interactive media developers,1
,,Dejero Labs Inc.,"Waterloo, ON N2L 3V3",2174-Computer programmers and interactive media developers,1
,,DuroByte Inc,"Windsor, ON N8X 4W3",2241-Electrical and electronics engineering technologists and technicians,1
,,Easy Education INC.,"Kitchener, ON N2H 3W5",2175-Web designers and developers,1
,,FinanceIt Canada Inc.,"Toronto, ON M5V 1X2",2173-Software engineers and designers,1
,,Get Resq LTD,"Toronto, ON M6K 3E7",2175-Web designers and developers,1
,,Glwiz Inc.,"Markham, ON L3R 0P2",2174-Computer programmers and interactive media developers,1
,,Google Canada Corporation,"Kitchener, ON N2H 5G5",2173-Software engineers and designers,3
,,GVA Lighting,"Mississauga, ON L5L 0A2",2232-Mechanical engineering technologists and technicians,1
,,Hubba Inc.,"Toronto, ON M5V 2L3",2174-Computer programmers and interactive media developers,1
,,i3 International Inc.,"Scarborough, ON M1K 5H4",2174-Computer programmers and interactive media developers,3
,,Indeed Canada Corporation,"Toronto, ON M4W 3E2",2172-Database analysts and data administrators,1
,,Inphi Canada LTD,"Kanata, ON K2K 3B8",2241-Electrical and electronics engineering technologists and technicians,1
,,Jam3 Inc,"Toronto, ON M5V 1P8",2174-Computer programmers and interactive media developers,1
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,JDogg Web Sloutions Inc (u7 Solutions),"Ottawa, ON K1H 1B8",2175-Web designers and developers,1
,,KeyData Associates Inc.,"Toronto, ON M5X 1E3",2174-Computer programmers and interactive media developers,1
,,Kik Interactive Inc,"Waterloo, ON N2L 4E7",2174-Computer programmers and interactive media developers,1
,,Larsen & Toubro Infotech Canada Ltd.,"Mississauga, ON L4W 4X7",2173-Software engineers and designers,1
,,Larsen & Toubro Infotech Financial Services Technologies Inc.,"Mississauga, ON L4W 4X7",2171-Information systems analysts and consultants,3
,,MAPPEDIN INC,"Kitchener, ON N2G 1B9",2174-Computer programmers and interactive media developers,1
,,mobileLIVE Inc.,"Richmond Hill, ON L4B 1H1",2173-Software engineers and designers,3
,,Mr. X Inc.,"Toronto, ON M5V 2T3",5241-Graphic designers and illustrators,1
,,MXI TECHNOLOGIES LTD,"Ottawa, ON K2M 1W8",2172-Database analysts and data administrators,1
,,Ness Canada Inc.,"Mississauga, ON L4Z 1H8",2174-Computer programmers and interactive media developers,1
,,NexJ Systems Inc.,"Toronto, ON M2P 3G4","0013-Senior managers - financial, communications and other business services",1
,,Novel Technologies Inc,"Toronto, ON M2R 1J3",2174-Computer programmers and interactive media developers,2
,,Nymity Inc,"Toronto, ON M5H 2V6",2174-Computer programmers and interactive media developers,3
,,Open Text Corporation,"Waterloo, ON N2L 0A1",0213-Computer and information systems managers,1
,,Physicalytics Inc.,"Toronto, ON M5T 2C2",2173-Software engineers and designers,1
,,Platterz Inc.,"Toronto, ON M4V 1K6",0601-Corporate sales managers,1
,,Polaris Consulting & Services Inc.,"Toronto, ON M5H 1T1",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,1
,,Policy Medical Inc,"Richmond Hill, ON L4B 1J5",2174-Computer programmers and interactive media developers,1
,,Psion Inc.,"Mississauga, ON L5N 7J9",0213-Computer and information systems managers,1
,,Q4 Inc.,"Toronto, ON M5V 1K4",0213-Computer and information systems managers,1
,,Redpath Sugar Ltd.,"TORONTO, ON M2N 1N2",2173-Software engineers and designers,1
,,Royal Bank of Canada,"Toronto, ON M5J 2W4",2171-Information systems analysts and consultants,1
,,Shopify Inc.,"Ottawa, ON K2P 1L4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,,,"0124-Advertising, marketing and public relations managers",3
,,,,0213-Computer and information systems managers,3
,,,,2173-Software engineers and designers,2
,,,,2174-Computer programmers and interactive media developers,7
,,,,5241-Graphic designers and illustrators,3
,,SkyWatch Space Applications,"Waterloo, ON N2L 1S7",2174-Computer programmers and interactive media developers,3
,,SoapBox Innovations Inc.,"Toronto, ON M5V 2K4","0124-Advertising, marketing and public relations managers",1
,,SOTI Inc,"Mississauga, ON L5R 3G5",2174-Computer programmers and interactive media developers,1
,,Square Canada INC.,"Toronto, ON M5V 3J7",2173-Software engineers and designers,1
,,Synopsys Canada ULC,"Nepean, ON K2E 8C4",2173-Software engineers and designers,1
,,TechInsights,"Ottawa, ON K2A 1S5","0013-Senior managers - financial, communications and other business services",1
,,Teledyne Dalsa Inc.,"Waterloo, ON N2V 2E9",2147-Computer engineers (except software engineers and designers),1
,,Ten.One Corp,"Toronto, ON M5K 1K2",2174-Computer programmers and interactive media developers,1
,,"TextNow, Inc","Waterloo, ON N2L 6R5",2283-Information systems testing technicians,1
,,Thalmic Labs Inc,"Kitchener, ON N2G 1H2",0211-Engineering managers,1
,,,,2173-Software engineers and designers,1
,,,,2283-Information systems testing technicians,1
,,The Pixel Shop Inc,"Toronto, ON M5S 1Y6",2175-Web designers and developers,1
,,Thinkdata Works Inc.,"Toronto, ON M6K 1Y6",2173-Software engineers and designers,1
,,Tophatmonocle Corp.,"Toronto, ON M5S 2C7",2173-Software engineers and designers,1
,,Tracery Ophthalmics Inc,"Toronto, ON M5A 2M5",2174-Computer programmers and interactive media developers,1
,,TS Brandea Holdings Inc.,"Toronto, ON M6J 1C9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Tundra Technical Solutions Inc,"Toronto, ON M5C 2G3",2171-Information systems analysts and consultants,1
,,Ubisoft Toronto Inc.,"Toronto, ON M6H 1V7",2174-Computer programmers and interactive media developers,4
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,7
,,Unilytics Corporation,"Toronto, ON M3C 1H9",2171-Information systems analysts and consultants,1
,,UpHabit Inc.,"Toronto, ON M4W 1A9",2174-Computer programmers and interactive media developers,3
,,Van-Rob Inc. o/a Kirchhoff Automotive,"Aurora, ON L4G 0A2",2172-Database analysts and data administrators,1
,,Variyas Global Solutions Inc.,"Toronto, ON M5B 2L7",2171-Information systems analysts and consultants,2
,,Vena Solutions Inc,"Toronto, ON M6K 1Y6",0213-Computer and information systems managers,1
,,Vicimus Inc,"London, ON N6A 5N6",2175-Web designers and developers,1
,,Wave Financial Inc,"Toronto, ON M3M 2S1","0013-Senior managers - financial, communications and other business services",1
,,WESCAM Inc. (dba L3 WESCAM),"Burlington, ON L7P 5B9",0211-Engineering managers,1
,,,,0601-Corporate sales managers,1
,,WGames Inc.,"Brampton, ON M5V 2H2",2174-Computer programmers and interactive media developers,2
,,Wise Travel Technologies Inc.,"Toronto, ON M5V 2L5",2175-Web designers and developers,2
,,Zenith System Solutions Inc.,"Markham, ON L3R 6G2",2174-Computer programmers and interactive media developers,7
Manitoba,    High Wage,6106188 Manitoba Ltd,"Headingley, MB R4H 1C7",7295-Floor covering installers,1
,,7320191 Manitoba Ltd,"Portage La Prairie, MB R1N 2Y8",0632-Accommodation service managers,1
,,7515643 Manitoba Ltd.,"Landmark, MB R0A 0X0",0711-Construction managers,1
,,Assiniboine Park Conservancy,"Winnipeg, MB R3P 2N6",5112-Conservators and curators,1
,,Bison Family Medical Clinic Inc.,"Winnipeg, MB R3T 4Z7",3112-General practitioners and family physicians,1
,,Diagnostic Services of Manitoba,"Winipeg, MB R3C 3H8",3111-Specialist physicians,1
,,Health Science Centre (Winnipeg Regional Health Authority),"Winnipeg, MB R3B 1E2",3111-Specialist physicians,3
,,Mario Delarosbil Holdings Inc,"Flin Flon, MB R8A 0C6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Plessis Veterinary Hospital Ltd.,"Winnipeg, MB R3W 1N3",3213-Animal health technologists and veterinary technicians,1
,,Prairie Mountain Health,"Souris, MB R0K 2C0",3112-General practitioners and family physicians,2
,,Selby Interiors Ltd.,"Russell, MB R0J 1W0",7295-Floor covering installers,1
,,The Movement Center of Manitoba Inc,"Winnipeg, MB R2G 1N7",4215-Instructors of persons with disabilities,2
,,The University of Manitoba,"Winnipeg, MB R3T 2N2",4011-University professors and lecturers,1
,   Low Wage,3390951 Manitoba Ltd.,"Virden, MB R0M 2C0",6322-Cooks,1
,,5030749 Manitoba Ltd.,"Amaranth, MB R0H 0B0",6513-Food and beverage servers,1
,,5367051 Manitoba Inc.,"Winnipeg, MB R2R 2V1",6322-Cooks,3
,,6802312 Manitoba Inc.,"Morris, MB R0G 1K0",6311-Food service supervisors,2
,,,,6332-Bakers,1
,,7303654 Manitoba Ltd.,"Winnipeg, MB R3M 0W3",6322-Cooks,1
,,Brodi Food Services (o/a McDonald's Restaurant),"Thompson, MB R8N 1Z8","6711-Food counter attendants, kitchen helpers and related support occupations",12
,,Parvati Restaurant Ltd.o/a The Chilli Chutney,"Brandon, MB R7B 3P8",6322-Cooks,1
,,Redcap Enterprise Company Ltd.,"Shoal Lake, MB R0J 1Z0",6322-Cooks,1
,,Shiv Shakti Anpurna Ltd.,"Dauphin, MB R7N 3H4",6322-Cooks,1
,,Viet House Restaurant,"Steinbach, MB R4G 2L2",6322-Cooks,1
,  Primary Agriculture,4647204 Manitoba Ltd,"Austin, MB R0H 0C0",8431-General farm workers,2
,,Ash Apiaries Ltd.,"Gilbert Plains, MB R0L 0X0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,11
,,Hamiota Feedlot Ltd.,"Hamiota, MB R0M 0T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Hird Cattle Co Ltd,"Treherne, MB R0G 2V0",8431-General farm workers,2
,,Jeffries Bros Vegetable Growers Inc.,"Portage la Prairie, MB R1N 3C2",8431-General farm workers,6
,,Kehler Farms Ltd,"Carman, MB R0G 0J0",8431-General farm workers,1
,,Mayfair Farms (Portage) Ltd,"Portage La Prairie, MB R1N 3B2",8431-General farm workers,10
,,Precision Produce Inc.,"Otterburne, MB R0A 1G0",8432-Nursery and greenhouse workers,16
,,R and L Acres Ltd,"Sperling, MB R0G 2M0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,River Valley Specialty Farms Inc,"Bagot, MB R0H 0E0",8431-General farm workers,66
,,Sage Creek Farms Ltd,"Morris, MB R0G 1K0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Schriemer Family Farm,"Otterburne, MB R0A 1G0",8431-General farm workers,19
,,Searle Greenhouses Ltd,"East Selkirk, MB R0E 0M0",8432-Nursery and greenhouse workers,36
, Global Talent Stream,Hippo Facility Management Technologies Inc,"Winnipeg, MB R3B 0S3",2175-Web designers and developers,1
,,SkipTheDishes Restaurant Services,"Winnipeg, MB R3B 0P4",2173-Software engineers and designers,6
Saskatchewan,    High Wage,Avalon Medical Clinic Inc.,"Saskatoon, SK S7J 0Z5",3112-General practitioners and family physicians,1
,,Dutchak Holdings Ltd.,"North Battleford, SK S9A 3L8",3234-Paramedical occupations,2
,,Five Hills Health Region,"Moose Jaw, SK S6J 0C2",3111-Specialist physicians,1
,,KP Transport Ltd,"Regina, SK S4W 0R3",7511-Transport truck drivers,2
,,M & H Trucking Ltd.,"Saskatoon, SK S7M 4Z5",7511-Transport truck drivers,4
,,Prairie North Regional Health Authority,"North Battleford, SK S9A 1Z1",3111-Specialist physicians,1
,,Radiology Associates Of Regina Medical P.C. Inc.,"Regina, SK S4S 6X5",3111-Specialist physicians,1
,,Saskatoon Regional Health Authority,"Saskatoon, SK S7N 0W8",3111-Specialist physicians,1
,,,,3112-General practitioners and family physicians,1
,,Sun Country Regional Health Authority,"Weyburn, SK S4H 2Z9",3111-Specialist physicians,1
,,Wheatley's Holdings Inc. dba Wheatley's Painting,"Regina, SK S4R 2H7",7294-Painters and decorators (except interior decorators),3
,,Zora Trucklines Ltd,"Regina, SK S4V 2Y4",7511-Transport truck drivers,2
,   Low Wage,101105624 Saskatchewan Ltd.,"Lanigan, SK S0K 2M0",6311-Food service supervisors,1
,,101120070 Saskatchewan Ltd.,"Battleford, SK S0M 0E0",0631-Restaurant and food service managers,1
,,101216071 Saskatchewan Ltd.,"Saskatoon, SK S7M 1H4",6322-Cooks,1
,,101231175 Saskatchewan Ltd.,"Wolseley, SK S0G 5H0",6312-Executive housekeepers,1
,,101246665 Saskatchewan Ltd.,"Spiritwood, SK S0J 2M0",6311-Food service supervisors,1
,,101264515 Saskatchewan Ltd.,"Maidstone, SK S0M 1M0",6211-Retail sales supervisors,1
,,101269282 Saskatchewan Ltd,"Sandy Bay, SK S0P 0G0","6711-Food counter attendants, kitchen helpers and related support occupations",1
