"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2020",,,,, 
Province/Territory,Program Stream,Employer ,Address,Occupation,Approved Positions 
Ontario,   Low Wage,2483189 Ontario Inc.,"Brampton, L6X0B2",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,2483386 Ontario Inc,"Orillia, L3V7M9",6332-Bakers,1
Ontario,   Low Wage,2484677 ONTARIO INC,"MILTON, L9T5E4",6311-Food service supervisors,1
Ontario,   Low Wage,2489288 Ontario Inc.,"Brampton, L6W3J9",1241-Administrative assistants,1
Ontario,   Low Wage,2493086 ONTARIO INC.,"Brampton,, L6R3P4",6311-Food service supervisors,1
Ontario,   Low Wage,2494972 Ontario Inc.,"Etobicoke, M9W0B3",6322-Cooks,3
Ontario,   Low Wage,2500788 Ontario Ltd.,"Nepean, K2E6T9",7294-Painters and decorators (except interior decorators),1
Ontario,   Low Wage,2501377 Ontario Inc.,"Toronto, M5S1X9",6311-Food service supervisors,1
Ontario,   Low Wage,2502151 Ontario Inc.,"Brampton, L6W3G3",6322-Cooks,1
Ontario,   Low Wage,2503871 Ontario Inc.,"Toronto, M1R4C2",6322-Cooks,1
Ontario,   Low Wage,2512765 ONTARIO INC.,"ETOBICOKE, M8W3T7",6322-Cooks,1
Ontario,   Low Wage,2513038 Ontario Inc.,"Toronto, M5J2S1",0631-Restaurant and food service managers,1
Ontario,   Low Wage,2527210 ONTARIO INC.,"KITCHENER, N2M2K5",6211-Retail sales supervisors,1
Ontario,   Low Wage,2533892 ONTARIO INC,"Saint Isidore, K0C2B0",6211-Retail sales supervisors,1
Ontario,   Low Wage,2535110 ONTARIO INC,"Niagara Falls, L2H1H3",6211-Retail sales supervisors,1
Ontario,   Low Wage,2536682 Ontario Corporation,"Mississauga, L5T2Y3",6311-Food service supervisors,1
Ontario,   Low Wage,2542636 Ontario Inc.,"North York, M5M3X5",6321-Chefs,1
Ontario,   Low Wage,2554394 ONTARIO INC,"CHAPLEAU, P0M1K0",6311-Food service supervisors,1
Ontario,   Low Wage,2559574 Ontario Inc.,"Hamilton, L8E1H8",6322-Cooks,1
Ontario,   Low Wage,2561006 Ontario Inc.,"Brampton, L6P2P7",6322-Cooks,1
Ontario,   Low Wage,2562433 Ontario Inc.,"Orleans, K4A0G2",6322-Cooks,1
Ontario,   Low Wage,2563739 Ontario Inc.,"Brampton, L6T4L6",6211-Retail sales supervisors,1
Ontario,   Low Wage,2564169 ONTARIO INC.,"TORONTO, M6K3P6",6322-Cooks,1
Ontario,   Low Wage,2565815 ONTARIO INC,"Mississauga, L4Y4G6",6322-Cooks,1
Ontario,   Low Wage,2566124 Ontario Ltd.,"North York, M3J0L1",6311-Food service supervisors,1
Ontario,   Low Wage,2572248 Ontario Inc.,"Stoney Creek, L8J0B4",1241-Administrative assistants,1
Ontario,   Low Wage,2572248 Ontario Inc.,"Stoney Creek, L8J0B4",6322-Cooks,1
Ontario,   Low Wage,2573580 Ontario Inc.,"Orangeville, L9W5L1",6311-Food service supervisors,1
Ontario,   Low Wage,2580724 ONTARIO INC,"Toronto, M8V1J5",6322-Cooks,1
Ontario,   Low Wage,2580971 Ontario Inc.,"Scarborough, M1P2P9",6322-Cooks,3
Ontario,   Low Wage,2581829 Ontario Inc.,"Owen Sound, N4K3R8",6311-Food service supervisors,1
Ontario,   Low Wage,2587824 Ontario Inc,"TORONTO, M6P3L4",6322-Cooks,1
Ontario,   Low Wage,2588309 ONTARIO INC.,"NORTH YORK, M2N6V1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,   Low Wage,2589943 ONTARIO LTD,"Ottawa, K1N5P4",6322-Cooks,1
Ontario,   Low Wage,2590128 ONTARIO INC,"BURLINGTON, L7T2E9",6311-Food service supervisors,1
Ontario,   Low Wage,2590128 ONTARIO INC,"BURLINGTON, L7T2E9",6322-Cooks,2
Ontario,   Low Wage,2591927 ONTARIO INC.,"MISSISSAUGA, L5A1W8",6322-Cooks,1
Ontario,   Low Wage,2594440 ONTARIO INC,"Ottawa, K2E5P3",6322-Cooks,1
Ontario,   Low Wage,2598391 Ontario Inc.,"BRAMPTON, L7A1N7",6322-Cooks,2
Ontario,   Low Wage,2598887 Ontario Inc.,"Vaughan, L6A1S1",6311-Food service supervisors,1
Ontario,   Low Wage,2599338 ONTARIO INC,"Toronto, M3N1X1",6322-Cooks,1
Ontario,   Low Wage,2604276 ONTARIO INC,"Mississauga, L4T2T9",5221-Photographers,1
Ontario,   Low Wage,2610093 ONTARIO INC,"Toronto, M2M3V7",6322-Cooks,1
Ontario,   Low Wage,2615722 ONTARIO INC.,"MISSISSAUGA, L5C4G7",6322-Cooks,1
Ontario,   Low Wage,2616420 ONTARIO INC.,"Wiarton, N0H2T0",6311-Food service supervisors,1
Ontario,   Low Wage,2631909 Ontario Inc,"Toronto, M5G1M7",6341-Hairstylists and barbers,1
Ontario,   Low Wage,2633921 Ontario Inc.,"Mississauga, L5A3V9",6322-Cooks,1
Ontario,   Low Wage,2635925 Ontario Inc.,"Brampton, L6P2K9",6321-Chefs,1
Ontario,   Low Wage,2640318 ONTARIO INC.,"TORONTO, M6P3L4",6322-Cooks,1
Ontario,   Low Wage,2646968 Ontario Inc.,"Toronto, M4Y2B6",6322-Cooks,1
Ontario,   Low Wage,2655422 ONTARIO INC,"RICHMOND HILL, L4B3K3",6322-Cooks,1
Ontario,   Low Wage,2658043 ONTARIO CORP,"TORONTO, M5V1J5",6322-Cooks,1
Ontario,   Low Wage,2660245 Ontario Inc,"Kincardine, N2Z0B5",6311-Food service supervisors,1
Ontario,   Low Wage,2685197 Ontario Inc,"Brampton, L6P2K4",6322-Cooks,2
Ontario,   Low Wage,2701407 Ontario Inc.,"Markham, L3T1L6",6332-Bakers,1
Ontario,   Low Wage,2707997 ONTARIO INC,"Mississauga, L5B3C2",6322-Cooks,1
Ontario,   Low Wage,2724861 Ontario Inc.,"Toronto, M4G3W4",6322-Cooks,1
Ontario,   Low Wage,41 Park Avenue East Holdings Inc,"Chatham, N7M3V3",6311-Food service supervisors,6
Ontario,   Low Wage,5013110 ONTARIO INC,"Meaford, N4L1N2",6322-Cooks,1
Ontario,   Low Wage,568683 Ontario Ltd,"Toronto, M2M3X7",6311-Food service supervisors,1
Ontario,   Low Wage,6193455 Canada Inc.,"Kingston, K7L1B8",0631-Restaurant and food service managers,1
Ontario,   Low Wage,6744851 Canada Inc.,"Toronto, M4L1Z3","5254-Program leaders and instructors in recreation, sport and fitness",1
Ontario,   Low Wage,7132344 Canada Inc.,"Brampton, L6W3K7",6322-Cooks,2
Ontario,   Low Wage,8603758 Canada Inc,"TORONTO, M4N1S3",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,8633312 Canada Inc.,"Vaughan, L4K3M5",5244-Artisans and craftspersons,1
Ontario,   Low Wage,8759928 canada ltd,"mississauga, L5C4E6",7322-Motor vehicle body repairers,1
Ontario,   Low Wage,8823359 Canada Inc.,"Toronto, M5X1C7",6311-Food service supervisors,1
Ontario,   Low Wage,8987912 Canada Inc,"Etobicoke, M9V2X5",6322-Cooks,5
Ontario,   Low Wage,9017364 Canada Corp,"Toronto, M5S3A5",6341-Hairstylists and barbers,1
Ontario,   Low Wage,953805 Ontario Inc,"Mississauga, L4T4J3",6322-Cooks,1
Ontario,   Low Wage,9624589 Canada Inc.,"Fergus, N1M1P8",1241-Administrative assistants,1
Ontario,   Low Wage,9624589 Canada Inc.,"Fergus, N1M1P8",6322-Cooks,1
Ontario,   Low Wage,9865390 Canada Inc.,"Toronto, M5X1A9",6311-Food service supervisors,1
Ontario,   Low Wage,Abbirami Take Out Inc.,"Scarborough, M1K2S2",6321-Chefs,1
Ontario,   Low Wage,ADCT FOOD SERVICES INC.,"Hanover, N4N1S3",6311-Food service supervisors,5
Ontario,   Low Wage,ADCT2 FOOD SERVICES INC.,"Listowel, N4W1M5",6311-Food service supervisors,5
Ontario,   Low Wage,Adler Steel Limited,"Toronto, M2J1P9",1241-Administrative assistants,1
Ontario,   Low Wage,Akshar Enterprise Ltd.,"Kitchener, N2G1A1",6311-Food service supervisors,1
Ontario,   Low Wage,AL-BASEER FOODS INC.,"ETOBICOKE, M9W3W6",6311-Food service supervisors,1
Ontario,   Low Wage,Albion Amusements Ltd,"Markdale, N0C1H0","6722-Operators and attendants in amusement, recreation and sport",13
Ontario,   Low Wage,Alex Joannides Holdings Inc.,"Brockville, K6V7J5",6211-Retail sales supervisors,2
Ontario,   Low Wage,Alex Joannides Holdings Inc.,"Brockville, K6V7J5",6552-Other customer and information services representatives,1
Ontario,   Low Wage,Alex Joannides Holdings Inc.,"Brockville, K6V7J5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,   Low Wage,ALL WAYS ROOFING & SIDING INC.,"Baysville, P0B1A0",7291-Roofers and shinglers,3
Ontario,   Low Wage,ALSAFA & ALMARWA MEAT PROCESSING INC,"ETOBICOKE, M8Z2X3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,   Low Wage,Alsamee foods inc,"TORONTO, M3N2K1",6311-Food service supervisors,1
Ontario,   Low Wage,Ancient Pita LTD,"Markham, L6C2B8",6332-Bakers,2
Ontario,   Low Wage,Andy's Masonry & Renovations Ltd.,"Hamilton, L8T2A7",7294-Painters and decorators (except interior decorators),2
Ontario,   Low Wage,Angel House Services Inc.,"Brampton, L6S4N5",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,aoyama sushi,"Toronto, M2J4A8",6322-Cooks,1
Ontario,   Low Wage,ASA TRUCK REPAIRS INC.,"MISSISSAUGA, L4W1C4",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,Atlantic Immigration Limited,"Mississauga, L4T0A7",1241-Administrative assistants,1
Ontario,   Low Wage,AURORA ROTISSERIE INC,"AURORA, L4G0H5",6311-Food service supervisors,1
Ontario,   Low Wage,AURORA ROTISSERIE INC,"AURORA, L4G0H5",6322-Cooks,1
Ontario,   Low Wage,BANCROFT PETROLEUM INC.,"BANCROFT, K0L1C0",6211-Retail sales supervisors,1
Ontario,   Low Wage,Beauty Destination Spa and Esthetics,"burlington, L7R4B6",6341-Hairstylists and barbers,1
Ontario,   Low Wage,Bee Transport Limited,"London, N6G0J9",7511-Transport truck drivers,1
Ontario,   Low Wage,Best Choice APC Auto Parts Inc.,"Brampton, L6T5B9",1241-Administrative assistants,1
Ontario,   Low Wage,Better Life Ltc Inc. O/A Maple Villa Long Term,"BURLINGTON, L7S1L8","4412-Home support workers, housekeepers and related occupations",1
Ontario,   Low Wage,BHT Development Arts Inc. DBA Indian Punjabi Bazaar,"Brampton, L6R0W9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,   Low Wage,BLOOMEN INC.,"Mississauga, L5T1V6",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,Blue Mountain Plastics Inc.,"Shelburne, L9V3N5","9619-Other labourers in processing, manufacturing and utilities",4
Ontario,   Low Wage,Bokkie's Biltong Inc,"Barrie, L4N9A8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,   Low Wage,Bonduelle Canada Inc,"Strathroy, N7G4J1","9617-Labourers in food, beverage and associated products processing",188
Ontario,   Low Wage,Boston Group Heartland Ltd,"mississauga, L5R3T7",6322-Cooks,2
Ontario,   Low Wage,Boston Group Hospitality Ltd,"Brampton, L6T5N9",6311-Food service supervisors,1
Ontario,   Low Wage,Boston Pizza,"Barrie, L4N9P7",6311-Food service supervisors,1
Ontario,   Low Wage,Bowmanville Thai Ltd.,"Bowmanville, L1C1N1",6322-Cooks,1
Ontario,   Low Wage,Calabogie Peaks ULC,"Calabogie, K0J1H0",7271-Carpenters,1
Ontario,   Low Wage,Canada Yifeng Trade Company inc.,"Toronto, M1V4A1",6321-Chefs,2
Ontario,   Low Wage,CANADIAN BABBITT BEARINGS LTD,"NIAGARA FALLS, L2E3K6",9412-Foundry workers,2
Ontario,   Low Wage,CAN-Truck 2009 Inc.,"Brampton, L6T2H5",7511-Transport truck drivers,2
Ontario,   Low Wage,Cargill Limited,"Guelph, N1L1K8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",22
Ontario,   Low Wage,Cargill Limited,"Guelph, N1L1K8","9462-Industrial butchers and meat cutters, poultry preparers and related workers",15
Ontario,   Low Wage,Casa Manila Incorporated,"Toronto, M3B1Y5",0631-Restaurant and food service managers,2
Ontario,   Low Wage,Cascades Canada ULC,"Whitby, L1N9E1",8612-Landscaping and grounds maintenance labourers,2
Ontario,   Low Wage,Char Le Blanc Salon,"Oakville, L6H0E9",6341-Hairstylists and barbers,2
Ontario,   Low Wage,Cheese Boutique Ltd,"TORONTO, M6S3P2",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,Clarkenney Inc.,"Fergus, N1M3N7",6311-Food service supervisors,1
Ontario,   Low Wage,Clore Inc.,"Scarborough, M1S4N8",6211-Retail sales supervisors,1
Ontario,   Low Wage,ClubLink Corporation ULC,"King City, L7B1K5",6322-Cooks,8
Ontario,   Low Wage,CMEGILL Inc.,"Mississauga, L5P1B2",6311-Food service supervisors,1
Ontario,   Low Wage,Cobble Design Inc.,"ZURICH, N0M2T0",8612-Landscaping and grounds maintenance labourers,1
Ontario,   Low Wage,Coivic Contracting Ltd,"Milton, L9E1A3",8612-Landscaping and grounds maintenance labourers,2
Ontario,   Low Wage,Conestoga Meat Packers Ltd,"Breslau, N0B1M0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",8
Ontario,   Low Wage,Countryside Canners Co. Ltd.,"Ruthven, N0P2G0","9617-Labourers in food, beverage and associated products processing",40
Ontario,   Low Wage,CREPERIE LA BREHANDAISE INC,"richmond hill, L4C5J2",6321-Chefs,1
Ontario,   Low Wage,CSP Window Cleaning Inc.,"Whitby, L1N1K4",6732-Specialized cleaners,5
Ontario,   Low Wage,CUDLEY CORNER CHILD CARE CENTRE LTD.,"MILTON, L9T4Z9",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,D.W.S. Roofing and Waterproofing Services Inc.,"Gloucester, K1T3V7",7611-Construction trades helpers and labourers,10
Ontario,   Low Wage,Daniel S Webster Holdings Limited,"Collingwood, L9Y3Y6",6552-Other customer and information services representatives,1
Ontario,   Low Wage,Daniel S Webster Holdings Limited,"Collingwood, L9Y3Y6",7535-Other automotive mechanical installers and servicers,1
Ontario,   Low Wage,DHANOA GROUP LTD.,"Mississauga, L4W1C2",6311-Food service supervisors,3
Ontario,   Low Wage,DHG 09 Inc.,"Burlington, L7M0H6",6311-Food service supervisors,2
Ontario,   Low Wage,DHG 10 INC.,"Hamilton, L8N1A5",6311-Food service supervisors,2
Ontario,   Low Wage,DHG 13 Inc,"Burlington, L7L5H9",6311-Food service supervisors,2
Ontario,   Low Wage,DHG 4060 Inc.,"Lindsay, K9J1Z5",6311-Food service supervisors,3
Ontario,   Low Wage,DHG12 Inc.,"Mississauga, L5W1T2",0631-Restaurant and food service managers,1
Ontario,   Low Wage,DHG12 Inc.,"Mississauga, L5W1T2",6311-Food service supervisors,1
Ontario,   Low Wage,Domino's Pizza NS Co.,"Cambridge, N1T0A5",1241-Administrative assistants,1
Ontario,   Low Wage,DPG FOOD SERVICES INC,"FORT FRANCES, P9A2T1",0631-Restaurant and food service managers,1
Ontario,   Low Wage,DPG FOOD SERVICES INC,"FORT FRANCES, P9A2T1",6311-Food service supervisors,1
Ontario,   Low Wage,DPZ Vancouver Island Ltd.,"Woodstock, N4S3H3",6311-Food service supervisors,2
Ontario,   Low Wage,Dr. Dhuga Dentistry Professional Corporation,"BRAMPTON, L6S0A2",1241-Administrative assistants,1
Ontario,   Low Wage,Dr.Aseel Assim Dentistry Professional Corporation,"Kitchener, N2M5N6",1221-Administrative officers,1
Ontario,   Low Wage,DryBasements.com Ltd.,"Woodstock, N4S5Z8",7611-Construction trades helpers and labourers,3
Ontario,   Low Wage,Duo Patisserie and Cafe (Markham) Inc.,"Thornhill, L3T7Y3",6321-Chefs,1
Ontario,   Low Wage,EGLINTON-BAYVIEW AND JOINTS IN MOTION INC.,"Toronto, M4P1M5",3237-Other technical occupations in therapy and assessment,1
Ontario,   Low Wage,EJs Tavern at The Baden Hotel,"Baden, N3A2M1",6321-Chefs,1
Ontario,   Low Wage,Elgin Street Holdings Inc.,"Ottawa, K2P1M7",6322-Cooks,2
Ontario,   Low Wage,Everest Hakka House Inc,"Etobicoke, M8V1B6",6322-Cooks,1
Ontario,   Low Wage,FGO Organic Processing Ltd.,"Ingersoll, N5C3J6","9462-Industrial butchers and meat cutters, poultry preparers and related workers",2
Ontario,   Low Wage,Food Dudes Restaurant Group Inc,"Toronto, M5V2N2",6322-Cooks,4
Ontario,   Low Wage,Francobollo Inc,"North York, M5M4A3",6322-Cooks,1
Ontario,   Low Wage,FRESH START FOODS CANADA LTD.,"Milton, L9T5J1","9617-Labourers in food, beverage and associated products processing",15
Ontario,   Low Wage,G. Cox Racing Inc.,"MISSISSAUGA, L4T1S4",6563-Pet groomers and animal care workers,4
Ontario,   Low Wage,GBM CANADA INC.,"Toronto, M4Y1Y8",6322-Cooks,1
Ontario,   Low Wage,GEORGE & TOM BARBERING LIMITED,"Woodbridge, L4L2S6",6341-Hairstylists and barbers,1
Ontario,   Low Wage,George Sakellaris Limited,"sudbury, P3B2E5",6332-Bakers,1
Ontario,   Low Wage,Gezellig Restaurant,"Ottawa, K2A0E7",6322-Cooks,1
Ontario,   Low Wage,Gib-San Pools Ltd.,"Toronto, M9L1Y8",7611-Construction trades helpers and labourers,1
Ontario,   Low Wage,Global Alliance Hospitality Inc.,"Mississauga, L5R1Y3",6311-Food service supervisors,1
Ontario,   Low Wage,GLOGOWSKI EURO FOOD LTD.,"KITCHENER, N2M3C6",6322-Cooks,1
Ontario,   Low Wage,GMEHRA ENTERPRISES LTD,"Barrie, L4N7M4",6311-Food service supervisors,1
Ontario,   Low Wage,GOD BLESSINGS INC.,"BRADFORD, L3Z0C1",6311-Food service supervisors,1
Ontario,   Low Wage,GULF LINE GROUP LTD.,"Cambridge, N3H5P5",7511-Transport truck drivers,4
Ontario,   Low Wage,H&D Petroleum Inc.,"Spencerville, K0E1X0",6322-Cooks,1
Ontario,   Low Wage,Hakuna Matata Child Care Centre Inc.,"Mississauga, L5N1A6",4214-Early childhood educators and assistants,1
Ontario,   Low Wage,Har-Paul holdings inc,"Thunder Bay, P7E5R7",6332-Bakers,1
Ontario,   Low Wage,Hatts Off Inc,"Hamilton, L8P1K4",4212-Social and community service workers,1
Ontario,   Low Wage,Haven Canada Inc,"Kingston, K7M2X6",0631-Restaurant and food service managers,1
Ontario,   Low Wage,HAVEN INTERNATIONAL SCHOOL INC,"BRANTFORD, N3S3N3",4216-Other instructors,1
Ontario,   Low Wage,Heise foods Inc.,"Toronto, M8W3N3",6311-Food service supervisors,1
Ontario,   Low Wage,Heise foods Inc.,"Toronto, M8W3N3",6322-Cooks,2
Ontario,   Low Wage,HENRY'S WELLBEING INC.,"HAMILTON, L8S2H8",6322-Cooks,1
Ontario,   Low Wage,Highlight Motor Freight Inc.,"Concord, L4K1N8",7511-Transport truck drivers,4
Ontario,   Low Wage,Hillcrest Neighbour Village Inc.,"Thunder Bay, P7A5R3",7611-Construction trades helpers and labourers,1
Ontario,   Low Wage,Homelife Frontier Realty Inc.,"Thornhill, L4J1V9",1241-Administrative assistants,1
Ontario,   Low Wage,Homeniuk Rides Inc.,"Kitchener, N2B2K5","6722-Operators and attendants in amusement, recreation and sport",15
Ontario,   Low Wage,Hospitality Fallsview Holdings Inc.,"Niagara Falls, L2G3V9",6322-Cooks,4
Ontario,   Low Wage,HUPUP & FAAB INC.,"BRAMPTON, L6S5X9",6311-Food service supervisors,2
Ontario,   Low Wage,Imago Foods Ltd,"Scarborough, M1S3P8","9462-Industrial butchers and meat cutters, poultry preparers and related workers",1
Ontario,   Low Wage,India Village Restaurant & Catering Ltd.,"Ancaster, L9G4S4",6321-Chefs,1
Ontario,   Low Wage,Ines Di Santo Corporation,"Vaughan, L4L4C2","6342-Tailors, dressmakers, furriers and milliners",1
Ontario,   Low Wage,Insite Construction Management,"Concord, L4K0B2",7294-Painters and decorators (except interior decorators),1
Ontario,   Low Wage,IPEX Inc,"London, N6A4K3",9422-Plastics processing machine operators,4
Ontario,   Low Wage,IZAKAYA JU INC.,"Markham, L3R4G9",6311-Food service supervisors,1
Ontario,   Low Wage,IZAKAYA TORONTO INC.,"TORONTO, M5B2A2",6322-Cooks,2
Ontario,   Low Wage,JAACK Holdings Inc,"Ottawa, K2B8C1",6341-Hairstylists and barbers,5
Ontario,   Low Wage,Jabean Inc.,"Niagara on the Lake, L0S1J0",6311-Food service supervisors,1
Ontario,   Low Wage,JABISTRO INC.,"Toronto, M5V1V6",6311-Food service supervisors,1
Ontario,   Low Wage,James Snow Phsiotherapy & Rehabilitation Centre Inc,"Milton, L9E0H3",1311-Accounting technicians and bookkeepers,1
Ontario,   Low Wage,Jay neelkanth enterprises Inc,"brampton, L7A0T4",6311-Food service supervisors,1
Ontario,   Low Wage,JAYC HOLDINGS INC.,"Burlington, L7M0V7",6311-Food service supervisors,1
Ontario,   Low Wage,JAYCG HOLDINGS INC.,"PUSLINCH, N0B2J0",6311-Food service supervisors,1
Ontario,   Low Wage,JC HOT BAGELS inc,"BURLINGTON, L7R1K3",6332-Bakers,2
Ontario,   Low Wage,Jerk & BBQ Haven Incorporated,"Mississauga, L5R0G2",6322-Cooks,1
Ontario,   Low Wage,Kagibana Foods Inc.,"Kincardine, N2Z2C5",0631-Restaurant and food service managers,1
Ontario,   Low Wage,Kamiya Hairdressing Inc.,"Toronto, M5B2R6",6341-Hairstylists and barbers,2
Ontario,   Low Wage,Karishma Inc.,"Keswick, L4P3E9",6311-Food service supervisors,1
Ontario,   Low Wage,KB Employment Solutions Inc.,"London, N6L0E1",1241-Administrative assistants,1
